"SEER_registry","countyfips","geoid10","no2_annual","year","no2_iqr","no2_per10","ozone_annual","ozone_iqr","ozone_per10","pm25_annual","pm25_iqr","pm25_iqr_noakhi","pm25_per10","num_perims","parea_perims","tract_cty_pop","numwf_3cat","numwf_3cat_noakhi","numwf_4cat","numwf_4cat_noakhi","numwf_5cat","numwf_5cat_noakhi","areawf_3cat","areawf_3cat_noakhi","areawf_4cat","areawf_4cat_noakhi","areawf_5cat","areawf_5cat_noakhi","popwf_3cat","popwf_3cat_noakhi","popwf_4cat","popwf_4cat_noakhi","popwf_5cat","popwf_5cat_noakhi","urban","hs_edu","poverty_150","unemploy","medhouseinc","samehouse2000","samehouse2018_22","samehouse_2013_17","samehouse_2008_12","obesity","DIABETES","StateAbbr","LocationName","SLEEP","ACCESS2","BINGE","LPA","CSMOKING","DEPRESSION","DISABILITY","check"
"Kentucky",21151,21151,9.639862206,2015,2.3369302305,0.9639862206,39.835971577,15.402800406,3.9835971577,7.8545313474,5.9046087167,5.9923658939,0.7854531347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.54,28.01,6.91,46670,44,83.29,78.72,78.43,40.5,10,"KY","Madison",40.9,6.7,15.3,27.2,19.8,27.3,35.8,NA
"Kentucky",21151,21151,8.5608998522,2016,2.0888703467,0.8560899852,39.907226084,8.9252101472,3.9907226084,7.3402527499,3.9912931632,4.1669435545,0.734025275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.24,27.57,6.57,48690,44,83.29,78.72,78.43,40.5,10,"KY","Madison",40.9,6.7,15.3,27.2,19.8,27.3,35.8,NA
"Kentucky",21151,21151,8.5608998522,2017,2.0888703467,0.8560899852,39.907226084,8.9252101472,3.9907226084,7.2415018483,4.9906911544,5.0675938032,0.7241501848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.43,27.6,5.77,50060,44,83.29,78.72,78.43,40.5,10,"KY","Madison",40.9,6.7,15.3,27.2,19.8,27.3,35.8,NA
"Kentucky",21151,21151,8.5608998522,2018,2.0888703467,0.8560899852,39.907226084,8.9252101472,3.9907226084,6.3436291876,6.4359170197,6.506714121,0.6343629188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.57,26.16,6.53,51650,44,83.29,78.72,78.43,40.5,10,"KY","Madison",40.9,6.7,15.3,27.2,19.8,27.3,35.8,NA
"Kentucky",21151,21151,8.5608998522,2019,2.0888703467,0.8560899852,39.907226084,8.9252101472,3.9907226084,6.9208131835,5.6984730491,5.8194971986,0.6920813183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.54,24.38,6.07,55000,44,83.29,78.72,78.43,40.5,10,"KY","Madison",40.9,6.7,15.3,27.2,19.8,27.3,35.8,NA
"Kentucky",21151,21151,8.5608998522,2020,2.0888703467,0.8560899852,39.907226084,8.9252101472,3.9907226084,6.0848779229,6.2042204461,6.3374440818,0.6084877923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.54,24.38,6.07,55000,44,83.29,78.72,78.43,40.5,10,"KY","Madison",40.9,6.7,15.3,27.2,19.8,27.3,35.8,NA
"Kentucky",21151,21151,8.5608998522,2021,2.0888703467,0.8560899852,39.907226084,8.9252101472,3.9907226084,7.9950758505,9.1312238071,9.2337864569,0.799507585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.54,24.38,6.07,55000,44,83.29,78.72,78.43,40.5,10,"KY","Madison",40.9,6.7,15.3,27.2,19.8,27.3,35.8,NA
"Kentucky",21153,21153,8.5056779929,2000,1.1528261606,0.8505677993,42.485364331,5.8321217098,4.2485364331,13.666399183,2.6535081122,2.6930672262,1.3666399183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91,49.2,12.76,19420,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,11.619913372,2001,1.7072155979,1.1619913372,43.217327713,8.234526443,4.3217327713,14.181075456,3.1875796356,3.1896845812,1.4181075456,2,0.0237287481,0.8722718068,1,1,2,2,2,2,2,2,3,3,4,4,2,2,3,3,4,4,0,21.91,49.2,12.76,19420,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,13.501936763,2002,1.6914795462,1.3501936763,41.512734264,9.9500775015,4.1512734264,12.457043392,4.0167599239,4.1367727102,1.2457043392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91,49.2,12.76,19420,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,10.717643266,2003,1.215758978,1.0717643266,39.788838847,12.849588305,3.9788838847,11.888003424,3.3193235908,3.3727299046,1.1888003424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91,49.2,12.76,19420,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,18.686853559,2004,2.7882176907,1.8686853559,39.003022321,9.0164025061,3.9003022321,11.212471817,3.0472926376,3.113056506,1.1212471817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91,49.2,12.76,19420,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,12.65010374,2005,2.0205690872,1.265010374,41.225668975,10.598887176,4.1225668975,13.928314741,3.2924347717,3.3986359698,1.3928314741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91,49.2,12.76,19420,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,8.6972403312,2006,1.4240146636,0.8697240331,40.836704883,7.8496903818,4.0836704883,11.67163985,2.9582189497,2.9802971181,1.167163985,2,0.0084576703,0.1621540539,1,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,0,29.34,39.73,9.49,22780,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,8.208486749,2007,2.0487361508,0.8208486749,43.093560927,7.1275810354,4.3093560927,12.201136914,3.3189237228,3.4368790801,1.2201136914,1,0.003237225,0.3592589815,1,1,1,1,1,1,2,2,2,2,3,3,2,2,3,3,3,3,0,29.34,39.73,9.49,22780,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,10.34619304,2008,2.533267005,1.034619304,41.604711545,8.1482800908,4.1604711545,10.375657702,4.4709371108,4.5413322809,1.0375657702,1,0.0059334039,0.4785869647,1,1,1,1,1,1,2,2,2,2,3,3,2,2,3,3,4,4,0,29.34,39.73,9.49,22780,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,6.6067171249,2009,1.3880587475,0.6606717125,38.524394594,16.215148707,3.8524394594,9.0382625383,5.2943281154,5.4529915096,0.9038262538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.41,44.54,10.76,25410,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,7.8953435079,2010,1.8558924284,0.7895343508,42.321063567,12.042398526,4.2321063567,10.064145358,4.6884644933,4.9288608541,1.0064145358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.15,47.25,15.9,25460,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,11.264028219,2011,2.7634867134,1.1264028219,39.870864497,10.741580683,3.9870864497,9.0235935869,4.5331700101,4.7242543045,0.9023593587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.78,44.76,16.46,26880,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,12.291181842,2012,3.415204552,1.2291181842,40.935666031,14.16673543,4.0935666031,8.3395122063,6.4430689548,6.5683712584,0.8339512206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.92,43.66,11.21,27950,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,5.8611487692,2013,1.1254050701,0.5861148769,37.762114131,16.946899769,3.7762114131,7.8292339546,7.3427296531,7.5674267194,0.7829233955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.14,45.23,12.22,28500,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,10.16565429,2014,1.7924212016,1.016565429,38.213386426,14.82752738,3.8213386426,7.5809319104,5.1430015646,5.4288612705,0.758093191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.52,43.33,12.57,29460,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,4.4797043274,2015,1.0859861109,0.4479704327,39.961543689,15.451353563,3.9961543689,7.1958391487,5.4094398103,5.4898375455,0.7195839149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.85,42.51,10.34,29580,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,4.1061043236,2016,1.0018946267,0.4106104324,40.07284573,8.962250811,4.007284573,6.7552644345,3.6732033176,3.8348550864,0.6755264434,1,0.0028484205,0.1621540539,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,0,36.49,40.71,11.82,29520,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,4.1061043236,2017,1.0018946267,0.4106104324,40.07284573,8.962250811,4.007284573,6.7384413281,4.6439923976,4.7155526896,0.6738441328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.31,43.9,15.62,28150,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,4.1061043236,2018,1.0018946267,0.4106104324,40.07284573,8.962250811,4.007284573,5.5385311067,5.6191062812,5.6809182088,0.5538531107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.07,46.19,12.18,27810,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,4.1061043236,2019,1.0018946267,0.4106104324,40.07284573,8.962250811,4.007284573,6.2481396062,5.144605729,5.2538668464,0.6248139606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41,46.27,11.23,29620,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,4.1061043236,2020,1.0018946267,0.4106104324,40.07284573,8.962250811,4.007284573,5.277632814,5.3811428638,5.4966925002,0.5277632814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41,46.27,11.23,29620,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21153,21153,4.1061043236,2021,1.0018946267,0.4106104324,40.07284573,8.962250811,4.007284573,7.0741846535,8.0794684793,8.1702177276,0.7074184653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41,46.27,11.23,29620,71.81,90.37,90.8,91.68,46.1,13.6,"KY","Magoffin",40.7,11.5,13.5,38.7,30.8,33.3,47.9,NA
"Kentucky",21155,21155,13.092467561,2000,1.7745015885,1.3092467561,42.475249673,5.8307332336,4.2475249673,14.010751558,2.7203685784,2.7609244637,1.4010751558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.61,28.41,5.92,30390,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,12.957436176,2001,1.9037265116,1.2957436176,42.813337815,8.1575511723,4.2813337815,14.199152736,3.1916429925,3.1937506213,1.4199152736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.61,28.41,5.92,30390,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,15.047023965,2002,1.8850431398,1.5047023965,41.593676035,9.9694782204,4.1593676035,13.014190063,4.1964112542,4.3217916645,1.3014190063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.61,28.41,5.92,30390,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,11.644858307,2003,1.3209378855,1.1644858307,39.529242339,12.765753029,3.9529242339,12.319498253,3.4398039536,3.4951487382,1.2319498253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.61,28.41,5.92,30390,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,11.805887555,2004,1.7615263282,1.1805887555,38.360309855,8.8678254485,3.8360309855,11.716729524,3.1843383153,3.2530597775,1.1716729524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.61,28.41,5.92,30390,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,13.073067749,2005,2.088128059,1.3073067749,41.221602492,10.597841706,4.1221602492,14.287984436,3.3774550365,3.4863986591,1.4287984436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.61,28.41,5.92,30390,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,10.089773168,2006,1.6520165473,1.0089773168,41.110238303,7.9022693708,4.1110238303,12.221845914,3.0976706486,3.1207895913,1.2221845914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.36,25.53,5.76,37490,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,8.5127136612,2007,2.1246674024,0.8512713661,43.336032338,7.1676852782,4.3336032338,12.352148439,3.3600015123,3.4794167843,1.2352148439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.36,25.53,5.76,37490,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,9.772789039,2008,2.3928689446,0.9772789039,41.092903688,8.0480425548,4.1092903688,10.799009442,4.6533620768,4.7266295388,1.0799009442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.36,25.53,5.76,37490,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,9.5145030503,2009,1.9989790598,0.951450305,38.391134349,16.159058671,3.8391134349,9.7515510805,5.7121499664,5.8833348802,0.9751551081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.41,26.97,6.92,38200,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,8.8030060761,2010,2.0692490843,0.8803006076,42.699290768,12.150022538,4.2699290768,10.379313636,4.8352882151,5.0832128165,1.0379313636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.17,28.29,7.66,37710,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,5.8779150649,2011,1.4420720428,0.5877915065,41.655106205,11.222271947,4.1655106205,9.401938253,4.7232384875,4.922334637,0.9401938253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.55,30.82,8.78,38720,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,10.286301013,2012,2.8581321546,1.0286301013,42.83969101,14.825667378,4.283969101,8.8969830603,6.8737683846,7.0074467636,0.889698306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.31,32.63,9.96,38480,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,6.9148082454,2013,1.3277192859,0.6914808245,39.337159444,17.653749363,3.9337159444,8.4052260338,7.8829299005,8.1241577962,0.8405226034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,35.15,9.17,38830,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,9.674205771,2014,1.7057683686,0.9674205771,39.787677024,15.438382348,3.9787677024,8.5250486492,5.7835024848,6.1049626863,0.8525048649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.89,34.44,8.75,40390,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,8.7046735366,2015,2.1102184139,0.8704673537,39.943056096,15.444205232,3.9943056096,7.5643459685,5.6864631595,5.7709781509,0.7564345968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.42,33.43,9.41,40010,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,6.3729132348,2016,1.5549988562,0.6372913235,39.958490873,8.9366754646,3.9958490873,7.2941915826,3.9662472106,4.1407953698,0.7294191583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,34.43,9.09,38540,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,6.3729132348,2017,1.5549988562,0.6372913235,39.958490873,8.9366754646,3.9958490873,6.967534809,4.8018788185,4.8758720167,0.6967534809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.12,34.47,8.86,40110,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,6.3729132348,2018,1.5549988562,0.6372913235,39.958490873,8.9366754646,3.9958490873,6.4478396573,6.541643555,6.6136036813,0.6447839657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.49,31.6,7.89,43590,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,6.3729132348,2019,1.5549988562,0.6372913235,39.958490873,8.9366754646,3.9958490873,6.810693355,5.6078023637,5.7269008495,0.6810693355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.09,28.8,5.63,48790,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,6.3729132348,2020,1.5549988562,0.6372913235,39.958490873,8.9366754646,3.9958490873,6.0987610555,6.2183758681,6.3519034642,0.6098761055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.09,28.8,5.63,48790,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21155,21155,6.3729132348,2021,1.5549988562,0.6372913235,39.958490873,8.9366754646,3.9958490873,8.0354897335,9.1773807439,9.2804618322,0.8035489734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.09,28.8,5.63,48790,63.01,89.38,87.64,90.03,40.4,11.4,"KY","Marion",40.8,8.7,14.7,31.6,23.9,28.2,39.7,NA
"Kentucky",21157,21157,15.762704553,2000,2.1364150142,1.5762704553,42.5226953,5.8372462688,4.25226953,13.880283814,2.6950365788,2.7352148088,1.3880283814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,18.38,4.16,35570,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,14.676929131,2001,2.156357069,1.4676929131,40.885602226,7.7902450356,4.0885602226,13.16867441,2.960015163,2.9619698345,1.316867441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,18.38,4.16,35570,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,12.795487105,2002,1.6029777877,1.2795487105,40.250527628,9.6475425306,4.0250527628,12.632167199,4.0732284027,4.1949283547,1.2632167199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,18.38,4.16,35570,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,12.560452469,2003,1.4247985754,1.2560452469,40.680361549,13.137500694,4.0680361549,12.142085525,3.3902674393,3.4448152053,1.2142085525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,18.38,4.16,35570,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,10.320715213,2004,1.5399275564,1.0320715213,38.172193786,8.8243383008,3.8172193786,11.088655019,3.0136420723,3.0786797252,1.1088655019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,18.38,4.16,35570,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,11.244243337,2005,1.7960145595,1.1244243337,42.29349312,10.873418746,4.229349312,13.99643376,3.3085370374,3.4152576322,1.399643376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,18.38,4.16,35570,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,9.6415820947,2006,1.5786334239,0.9641582095,41.064318376,7.8934425762,4.1064318376,11.932281935,3.0242796202,3.0468508213,1.1932281935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.91,21.25,6.52,43330,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,9.082895896,2007,2.2669777932,0.9082895896,43.381044901,7.175130258,4.3381044901,12.415573183,3.3772541573,3.4972825925,1.2415573183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.91,21.25,6.52,43330,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,9.0975783457,2008,2.2275434993,0.9097578346,40.894428443,8.0091711909,4.0894428443,10.193294568,4.3923556723,4.461513573,1.0193294568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.91,21.25,6.52,43330,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,6.9993019697,2009,1.4705400794,0.699930197,38.673279326,16.277815184,3.8673279326,9.8167916876,5.750365849,5.9226960378,0.9816791688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.23,19.87,6.33,45610,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,8.7000786279,2010,2.0450547891,0.8700078628,42.847699718,12.192252094,4.2847699718,10.364612479,4.8284395612,5.0760130046,1.0364612479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.52,20.54,7.5,44800,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,8.2326393645,2011,2.0197738374,0.8232639365,41.420853127,11.159161996,4.1420853127,9.8275934576,4.9370742935,5.1451841495,0.9827593458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.46,20.22,8.8,43910,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,10.01166612,2012,2.7818226226,1.001166612,43.724393543,15.131839182,4.3724393543,9.1252716066,7.0501430705,7.1872515158,0.9125271607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,21.83,7.89,44540,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
"Kentucky",21157,21157,6.997289488,2013,1.3435565922,0.6997289488,39.24012856,17.610203796,3.924012856,8.6881413094,8.1482649762,8.3976124698,0.8688141309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.15,22.06,7.73,45210,64.08,90.37,90.37,91.79,37.3,9.7,"KY","Marshall",38.2,6.7,16.7,26.8,19.7,26.9,35.7,NA
